Sum of Age,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,EducationField,Sum of EmployeeCount,EmployeeNumber,Sum of EnvironmentSatisfaction,Gender,Sum of HourlyRate,Sum of JobInvolvement,Sum of JobLevel,JobRole,Sum of JobSatisfaction,MaritalStatus,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,Sum of PerformanceRating,Sum of RelationshipSatisfaction,Sum of StandardHours,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
40,Yes,Travel_Frequently,1534,Research & Development,26,4,Marketing,2,1515,4,Male,168,4,4,Research Scientist,2,Single,19820,25200,6,Y,No,28,6,2,160,4,34,8,4,0,14,10,18
56,Yes,Travel_Frequently,598,Research & Development,46,4,Medical,2,1,2,Male,156,6,2,Sales Executive,6,Married,7762,7374,6,Y,No,38,6,6,160,0,2,4,4,10,8,2,6
62,Yes,Travel_Frequently,448,Research & Development,6,6,Medical,2,328,2,Female,174,4,2,Sales Executive,6,Single,2018,31430,0,Y,Yes,28,6,4,160,2,22,4,6,30,8,0,16
104,Yes,Travel_Frequently,1528,Research & Development,36,8,Medical,2,421,6,Male,106,6,4,Research Scientist,4,Divorced,25840,7022,0,Y,No,36,6,4,160,0,24,6,4,24,14,2,14
92,Yes,Travel_Frequently,2166,Research & Development,16,6,Medical,2,588,6,Male,112,8,4,Research Scientist,4,Single,22832,29038,8,Y,No,32,6,6,160,2,16,6,4,0,2,16,0
56,Yes,Travel_Frequently,2998,Research & Development,2,8,Medical,2,698,6,Male,182,4,4,Laboratory Technician,6,Married,5834,24666,4,Y,No,24,6,2,160,0,0,6,2,0,0,4,14
58,Yes,Travel_Frequently,340,Research & Development,6,6,Medical,2,768,6,Male,140,4,8,Laboratory Technician,4,Married,17542,45762,4,Y,No,40,6,2,160,0,34,2,4,20,0,0,6
76,Yes,Travel_Frequently,952,Research & Development,20,2,Medical,2,800,2,Female,94,2,6,Laboratory Technician,4,Married,6656,26240,2,Y,No,28,6,2,160,2,26,2,4,2,0,10,12
74,Yes,Travel_Frequently,2140,Research & Development,32,4,Medical,2,874,6,Male,106,4,2,Laboratory Technician,4,Married,7784,53998,8,Y,Yes,26,6,6,160,0,44,4,6,26,2,0,14
98,Yes,Travel_Frequently,1082,Research & Development,2,8,Medical,2,881,4,Female,122,4,2,Sales Executive,4,Married,15216,18710,10,Y,No,30,6,4,160,2,2,2,6,34,12,0,0
54,Yes,Travel_Frequently,618,Research & Development,2,4,Medical,2,924,2,Male,172,6,4,Manager,4,Single,2018,47586,2,Y,No,34,6,4,160,4,0,8,2,2,4,2,6
44,Yes,Travel_Frequently,620,Research & Development,32,8,Medical,2,1101,4,Male,70,4,4,Manager,4,Single,2018,17804,12,Y,No,30,6,6,160,0,36,0,2,12,6,8,0
54,Yes,Travel_Frequently,914,Research & Development,8,8,Medical,2,1283,6,Male,102,6,2,Research Scientist,2,Married,21044,14724,8,Y,No,28,6,2,160,0,16,0,2,2,0,16,0
96,Yes,Travel_Frequently,1216,Research & Development,14,2,Medical,2,1562,4,Male,118,4,4,Human Resources,4,Divorced,20512,34070,0,Y,No,38,6,2,160,2,10,4,6,20,6,0,10
84,Yes,Travel_Frequently,950,Research & Development,8,4,Medical,2,2028,8,Female,144,4,2,Laboratory Technician,2,Single,3996,38938,12,Y,No,34,6,8,160,0,28,4,4,34,14,0,6
78,Yes,Travel_Frequently,352,Research & Development,2,4,Other,2,471,6,Female,74,6,8,Sales Executive,2,Married,15826,22290,2,Y,Yes,22,6,8,160,6,44,2,4,30,8,2,0
66,Yes,Travel_Frequently,556,Research & Development,22,4,Other,2,1228,6,Female,82,4,2,Research Scientist,4,Divorced,13962,4188,8,Y,No,30,6,2,160,2,22,8,2,16,8,10,8
58,Yes,Travel_Frequently,1614,Research & Development,32,4,Other,2,1279,2,Male,128,4,4,Sales Executive,2,Divorced,6398,39884,4,Y,No,34,6,2,160,2,36,4,8,30,8,0,0
60,Yes,Travel_Frequently,1074,Research & Development,14,6,Technical Degree,2,563,4,Female,130,4,2,Laboratory Technician,8,Married,10190,21464,10,Y,No,40,6,4,160,0,28,6,6,16,10,10,0
64,Yes,Travel_Frequently,1948,Research & Development,14,4,Technical Degree,2,973,2,Male,168,2,4,Sales Executive,4,Divorced,12494,33010,8,Y,No,36,6,4,160,4,0,4,6,0,12,14,0
74,Yes,Travel_Frequently,1024,Research & Development,24,6,Technical Degree,2,1066,4,Male,126,2,2,Healthcare Representative,4,Single,15048,53998,0,Y,Yes,22,6,2,160,0,10,6,2,10,0,2,12
70,Yes,Travel_Frequently,204,Sales,38,6,Life Sciences,2,1,2,Female,200,4,2,Laboratory Technician,2,Single,9110,32728,0,Y,No,32,6,8,160,0,38,6,2,26,2,8,4
52,Yes,Travel_Frequently,2998,Sales,26,2,Life Sciences,2,499,4,Male,84,4,4,Laboratory Technician,2,Divorced,15724,41166,8,Y,No,26,6,6,160,0,34,2,6,6,16,6,12
56,Yes,Travel_Frequently,2116,Sales,2,4,Life Sciences,2,552,6,Male,60,2,2,Research Scientist,2,Married,21278,29334,8,Y,Yes,22,6,4,160,2,48,4,2,16,4,14,6
58,Yes,Travel_Frequently,1072,Sales,16,4,Life Sciences,2,773,2,Male,88,2,2,Research Scientist,6,Divorced,19100,36736,8,Y,No,24,6,4,160,0,46,8,6,22,16,6,4
120,Yes,Travel_Frequently,1778,Sales,38,4,Life Sciences,2,785,6,Female,114,4,2,Sales Executive,6,Married,17686,27736,8,Y,No,30,6,8,160,0,12,0,2,36,4,0,18
66,Yes,Travel_Frequently,668,Sales,4,4,Life Sciences,2,916,4,Female,124,4,4,Sales Executive,2,Divorced,10228,42606,2,Y,No,30,6,4,160,2,20,8,4,24,10,0,12
82,Yes,Travel_Frequently,1000,Sales,26,8,Life Sciences,2,955,6,Female,156,6,6,Healthcare Representative,4,Married,4946,33392,12,Y,Yes,30,6,6,160,0,32,8,4,0,18,10,18
60,Yes,Travel_Frequently,1528,Sales,20,6,Life Sciences,2,1139,4,Female,98,6,2,Research Scientist,2,Married,33696,16466,8,Y,Yes,22,6,8,160,2,2,6,4,20,4,6,6
78,Yes,Travel_Frequently,576,Sales,48,8,Marketing,2,781,4,Male,186,6,2,Laboratory Technician,2,Married,20590,28296,10,Y,No,30,6,2,160,0,10,4,2,16,10,2,0
80,Yes,Travel_Frequently,1130,Sales,40,8,Marketing,2,1870,6,Male,144,4,4,Research Scientist,6,Single,10300,53998,8,Y,No,36,6,6,160,2,10,4,6,42,10,8,8
72,Yes,Travel_Frequently,1960,Sales,14,4,Medical,2,1,6,Male,128,4,2,Laboratory Technician,4,Divorced,14322,53998,0,Y,No,22,6,8,160,2,20,6,2,6,4,0,12
78,Yes,Travel_Frequently,432,Sales,20,8,Medical,2,731,4,Male,88,4,2,Research Scientist,4,Divorced,16586,21124,14,Y,Yes,32,6,4,160,2,8,6,6,32,4,0,0
74,Yes,Travel_Frequently,2238,Sales,2,6,Medical,2,1132,6,Male,142,4,4,Research Scientist,4,Single,26134,26222,8,Y,No,30,6,4,160,0,16,2,6,16,4,10,0
64,Yes,Travel_Frequently,1556,Sales,26,6,Medical,2,1167,6,Male,60,4,8,Manager,2,Single,30632,48658,8,Y,No,30,6,6,160,0,26,4,2,10,6,12,14
108,Yes,Travel_Frequently,204,Sales,12,4,Medical,2,1656,4,Male,90,6,4,Research Scientist,2,Married,7782,21206,2,Y,No,24,6,8,160,0,12,4,4,8,0,2,0
80,Yes,Travel_Frequently,2072,Sales,18,4,Other,2,1209,4,Male,162,6,4,Sales Executive,2,Married,6774,33938,8,Y,No,34,6,6,160,2,2,8,4,6,18,14,10
68,Yes,Travel_Frequently,204,Sales,14,8,Technical Degree,2,1948,2,Male,122,4,2,Manufacturing Director,6,Single,15256,31946,4,Y,No,28,6,6,160,2,48,2,4,20,0,20,10
84,Yes,Travel_Rarely,1530,Human Resources,26,8,Life Sciences,2,161,6,Male,74,6,2,Laboratory Technician,6,Divorced,27062,22008,8,Y,Yes,22,6,8,160,0,18,2,4,0,0,12,12
82,Yes,Travel_Rarely,2492,Human Resources,24,6,Life Sciences,2,262,6,Male,140,6,8,Research Scientist,6,Single,7664,24312,4,Y,Yes,32,6,2,160,0,38,2,4,12,10,2,4
78,Yes,Travel_Rarely,2122,Human Resources,30,4,Life Sciences,2,403,4,Male,200,4,2,Research Scientist,6,Single,16952,36972,6,Y,No,40,6,6,160,0,28,8,4,0,6,8,10
112,Yes,Travel_Rarely,2404,Human Resources,56,2,Life Sciences,2,1047,2,Male,182,4,6,Human Resources,6,Single,3982,37194,8,Y,Yes,28,6,8,160,0,18,4,6,12,6,0,0
66,Yes,Travel_Rarely,1970,Human Resources,24,2,Life Sciences,2,1060,8,Male,140,2,2,Healthcare Representative,4,Single,17082,36476,8,Y,No,22,6,6,160,0,20,6,6,38,14,0,4
76,Yes,Travel_Rarely,774,Human Resources,8,4,Life Sciences,2,1112,4,Male,174,4,6,Sales Executive,6,Divorced,17540,26038,12,Y,No,26,6,6,160,0,34,4,2,16,10,2,8
76,Yes,Travel_Rarely,2998,Human Resources,22,4,Life Sciences,2,1557,2,Male,174,4,6,Laboratory Technician,8,Single,14320,32368,0,Y,No,46,6,4,160,0,20,0,4,8,0,0,6
46,Yes,Travel_Rarely,2340,Human Resources,26,4,Life Sciences,2,1569,2,Male,148,6,2,Manager,6,Single,7452,53998,6,Y,Yes,32,6,6,160,2,0,8,4,32,4,6,8
66,Yes,Travel_Rarely,2386,Human Resources,12,2,Life Sciences,2,1924,4,Female,150,6,4,Research Director,4,Married,2018,31086,4,Y,No,34,6,6,160,0,16,4,4,0,12,2,0
42,Yes,Travel_Rarely,648,Human Resources,2,6,Medical,2,583,4,Male,200,6,4,Laboratory Technician,6,Divorced,38158,39078,6,Y,Yes,24,6,4,160,2,30,4,8,10,4,8,6
56,Yes,Travel_Rarely,2644,Human Resources,32,4,Medical,2,1518,4,Female,158,4,4,Manager,8,Single,4250,25990,0,Y,No,42,6,8,160,0,26,4,2,14,20,0,6
56,Yes,Travel_Rarely,1816,Research & Development,2,4,Human Resources,2,560,8,Female,190,6,2,Research Director,8,Married,3582,43972,2,Y,No,22,6,8,160,0,12,6,4,6,22,12,8
62,Yes,Travel_Rarely,990,Research & Development,32,4,Human Resources,2,790,4,Male,60,4,6,Sales Representative,2,Single,5092,33054,8,Y,No,32,6,2,160,2,38,2,6,14,6,0,0
78,Yes,Travel_Rarely,1488,Research & Development,2,4,Human Resources,2,1366,6,Female,98,4,4,Research Scientist,2,Single,10244,24346,0,Y,No,36,6,2,160,0,12,0,6,0,0,0,10
74,Yes,Travel_Rarely,654,Research & Development,10,8,Human Resources,2,1430,4,Female,140,4,4,Research Scientist,4,Married,8270,39610,0,Y,No,44,6,6,160,2,14,6,6,28,6,4,6
70,Yes,Travel_Rarely,1794,Research & Development,24,4,Human Resources,2,1491,4,Male,64,4,4,Sales Executive,2,Single,16898,44464,2,Y,No,42,6,6,160,0,18,6,4,6,10,0,0
84,Yes,Travel_Rarely,1620,Research & Development,26,6,Life Sciences,2,1,2,Female,146,6,4,Manager,2,Married,7470,13456,0,Y,Yes,22,6,2,160,2,38,4,4,34,10,0,6
76,Yes,Travel_Rarely,1102,Research & Development,6,6,Life Sciences,2,1,4,Male,60,4,2,Sales Executive,2,Single,13138,21250,4,Y,Yes,28,6,2,160,0,2,2,6,18,16,4,12
66,Yes,Travel_Rarely,520,Research & Development,2,4,Life Sciences,2,89,4,Female,200,6,4,Laboratory Technician,6,Married,31306,18022,4,Y,No,30,6,6,160,0,0,4,2,0,8,6,8
58,Yes,Travel_Rarely,1224,Research & Development,2,4,Life Sciences,2,291,6,Male,92,6,8,Manufacturing Director,4,Single,15490,28118,2,Y,Yes,30,6,6,160,0,12,4,4,14,22,4,6
80,Yes,Travel_Rarely,690,Research & Development,8,6,Life Sciences,2,457,6,Male,160,2,6,Laboratory Technician,4,Married,28334,41226,10,Y,No,30,6,6,160,4,8,2,6,20,18,8,2
64,Yes,Travel_Rarely,1290,Research & Development,4,2,Life Sciences,2,507,8,Female,152,4,2,Sales Executive,6,Married,39998,17400,0,Y,No,24,6,2,160,2,0,4,4,24,12,16,14
96,Yes,Travel_Rarely,1818,Research & Development,26,4,Life Sciences,2,529,6,Female,118,4,2,Manager,2,Married,21854,20878,4,Y,No,22,6,6,160,2,2,2,6,20,0,2,16
68,Yes,Travel_Rarely,1496,Research & Development,2,2,Life Sciences,2,612,6,Male,80,6,4,Healthcare Representative,4,Single,14318,4188,2,Y,Yes,30,6,4,160,2,56,8,4,20,8,0,16
90,Yes,Travel_Rarely,2998,Research & Development,38,4,Life Sciences,2,635,4,Male,128,4,2,Laboratory Technician,6,Married,9262,16518,0,Y,No,30,6,8,160,0,34,4,4,0,2,10,12
60,Yes,Travel_Rarely,2052,Research & Development,12,8,Life Sciences,2,641,8,Male,152,2,2,Sales Executive,4,Married,16224,33200,0,Y,No,40,6,2,160,2,8,12,6,20,18,0,0
54,Yes,Travel_Rarely,702,Research & Development,56,6,Life Sciences,2,692,4,Male,98,4,4,Sales Executive,8,Married,5406,15844,10,Y,No,44,6,6,160,0,8,8,4,28,20,2,8
92,Yes,Travel_Rarely,1156,Research & Development,28,2,Life Sciences,2,710,2,Male,154,6,6,Manufacturing Director,4,Married,6196,33790,0,Y,No,22,6,2,160,0,26,2,4,4,8,14,4
76,Yes,Travel_Rarely,640,Research & Development,16,4,Life Sciences,2,780,2,Male,168,4,4,Healthcare Representative,4,Married,4992,53998,14,Y,No,30,6,6,160,0,26,4,4,6,0,14,20
86,Yes,Travel_Rarely,1740,Research & Development,16,6,Life Sciences,2,786,2,Male,164,2,2,Laboratory Technician,4,Single,21492,40836,8,Y,No,26,6,2,160,0,34,2,8,20,4,0,10
58,Yes,Travel_Rarely,2444,Research & Development,32,2,Life Sciences,2,790,4,Female,160,4,2,Healthcare Representative,8,Single,14180,20856,8,Y,No,32,6,4,160,0,22,8,4,2,4,0,4
66,Yes,Travel_Rarely,1852,Research & Development,10,6,Life Sciences,2,792,6,Male,116,6,2,Laboratory Technician,6,Married,26884,36554,4,Y,No,32,6,6,160,0,30,8,6,28,0,10,14
96,Yes,Travel_Rarely,1878,Research & Development,32,6,Life Sciences,2,812,2,Female,86,2,4,Sales Executive,6,Single,16368,51186,8,Y,No,40,6,2,160,0,24,2,4,28,10,2,0
72,Yes,Travel_Rarely,1550,Research & Development,18,8,Life Sciences,2,814,4,Male,110,4,6,Healthcare Representative,2,Single,15108,28566,6,Y,No,38,6,2,160,2,8,6,6,12,6,2,16
50,Yes,Travel_Rarely,2066,Research & Development,4,6,Life Sciences,2,818,4,Female,116,2,2,Manufacturing Director,6,Single,19224,39416,0,Y,No,32,6,8,160,0,16,4,6,18,10,0,4
72,Yes,Travel_Rarely,2010,Research & Development,26,6,Life Sciences,2,821,6,Male,122,4,2,Manufacturing Director,6,Married,5240,44558,14,Y,No,28,6,6,160,2,18,4,6,18,0,4,2
84,Yes,Travel_Rarely,2066,Research & Development,40,2,Life Sciences,2,822,2,Female,114,4,6,Research Scientist,4,Married,11068,11200,6,Y,No,24,6,2,160,0,0,2,6,0,10,0,0
72,Yes,Travel_Rarely,2798,Research & Development,22,8,Life Sciences,2,857,6,Male,112,6,4,Sales Executive,4,Single,18066,34208,10,Y,No,26,6,8,160,0,0,2,4,20,16,14,6
54,Yes,Travel_Rarely,1262,Research & Development,18,4,Life Sciences,2,868,2,Female,184,6,2,Research Scientist,6,Married,18510,39182,6,Y,No,26,6,4,160,2,30,6,4,26,8,0,10
70,Yes,Travel_Rarely,1074,Research & Development,2,4,Life Sciences,2,891,6,Male,170,4,4,Research Scientist,4,Married,6530,51014,6,Y,No,28,6,4,160,2,12,10,4,4,16,4,6
60,Yes,Travel_Rarely,1704,Research & Development,6,2,Life Sciences,2,905,2,Male,102,4,4,Sales Representative,8,Married,17476,48902,6,Y,No,24,6,4,160,0,24,8,6,0,20,4,18
70,Yes,Travel_Rarely,2012,Research & Development,26,2,Life Sciences,2,919,4,Female,188,4,4,Healthcare Representative,6,Married,17562,30526,2,Y,Yes,32,6,8,160,0,28,4,4,12,4,10,0
38,Yes,Travel_Rarely,1922,Research & Development,8,6,Life Sciences,2,922,4,Male,110,4,2,Sales Executive,6,Married,30520,9938,6,Y,No,26,6,6,160,0,20,4,8,0,10,0,6
54,Yes,Travel_Rarely,2080,Research & Development,46,4,Life Sciences,2,975,2,Male,100,6,4,Research Scientist,4,Single,15182,16146,8,Y,Yes,40,6,4,160,2,30,2,2,24,16,10,4
52,Yes,Travel_Rarely,2088,Research & Development,30,2,Life Sciences,2,1140,8,Female,184,2,2,Research Director,8,Single,15058,46612,6,Y,No,24,6,6,160,2,50,6,6,18,20,2,12
58,Yes,Travel_Rarely,1334,Research & Development,20,2,Life Sciences,2,1155,8,Female,130,8,2,Research Scientist,4,Single,11080,39232,6,Y,No,26,6,2,160,0,42,4,6,0,8,2,10
52,Yes,Travel_Rarely,564,Research & Development,4,4,Life Sciences,2,1159,4,Male,134,4,2,Sales Executive,6,Single,9008,23810,4,Y,No,22,6,6,160,0,32,0,4,2,2,16,0
78,Yes,Travel_Rarely,1294,Research & Development,14,6,Life Sciences,2,1197,6,Female,164,4,4,Sales Representative,4,Divorced,15216,17960,12,Y,No,22,6,6,160,0,46,4,6,20,4,6,10
36,Yes,Travel_Rarely,2244,Research & Development,20,4,Life Sciences,2,1229,6,Male,144,4,8,Laboratory Technician,6,Married,17486,10408,2,Y,No,24,6,8,160,2,58,0,6,18,0,16,12
62,Yes,Travel_Rarely,1264,Research & Development,10,6,Life Sciences,2,1234,4,Female,162,4,2,Manufacturing Director,8,Divorced,2686,27516,8,Y,Yes,34,6,4,160,0,40,2,4,2,4,0,10
66,Yes,Travel_Rarely,204,Research & Development,2,6,Life Sciences,2,1234,4,Male,76,6,2,Laboratory Technician,4,Single,2080,48760,0,Y,No,26,6,4,160,2,50,6,6,12,20,12,4
62,Yes,Travel_Rarely,2000,Research & Development,38,2,Life Sciences,2,1337,4,Male,120,4,2,Research Scientist,8,Married,25622,23798,6,Y,No,28,6,2,160,0,54,8,2,4,4,2,4
82,Yes,Travel_Rarely,2122,Research & Development,2,2,Life Sciences,2,1342,4,Male,138,4,4,Human Resources,2,Single,22350,15632,10,Y,No,22,6,6,160,0,22,4,6,20,14,0,6
80,Yes,Travel_Rarely,1492,Research & Development,2,4,Life Sciences,2,1380,6,Male,100,2,6,Healthcare Representative,4,Married,22640,22124,2,Y,Yes,28,6,6,160,0,0,6,4,12,10,8,0
80,Yes,Travel_Rarely,898,Research & Development,2,4,Life Sciences,2,1401,2,Female,60,4,2,Laboratory Technician,6,Single,15718,31596,4,Y,Yes,28,6,2,160,4,28,4,4,8,6,4,16
84,Yes,Travel_Rarely,692,Research & Development,4,4,Life Sciences,2,1403,4,Female,60,6,8,Research Scientist,2,Married,2332,51130,6,Y,No,42,6,6,160,2,44,6,6,4,2,14,14
76,Yes,Travel_Rarely,314,Research & Development,18,4,Life Sciences,2,1457,2,Male,122,2,2,Laboratory Technician,2,Single,17698,48752,8,Y,No,30,6,8,160,0,14,6,2,10,0,6,0
48,Yes,Travel_Rarely,1316,Research & Development,28,2,Life Sciences,2,1478,6,Male,168,6,2,Manager,6,Divorced,11598,19924,4,Y,No,24,6,4,160,0,14,4,8,0,14,8,4
50,Yes,Travel_Rarely,1468,Research & Development,4,4,Life Sciences,2,1498,4,Female,104,6,2,Manager,8,Divorced,18866,34504,6,Y,No,44,6,2,160,0,36,0,2,10,12,0,0
104,Yes,Travel_Rarely,1828,Research & Development,6,8,Life Sciences,2,1549,6,Female,182,2,2,Healthcare Representative,8,Single,27888,27514,4,Y,No,22,6,6,160,0,14,6,6,4,10,0,4
94,Yes,Travel_Rarely,936,Research & Development,38,2,Life Sciences,2,1652,2,Female,124,2,8,Sales Executive,4,Married,11206,37446,4,Y,No,30,6,4,160,0,16,4,4,22,8,0,12
76,Yes,Travel_Rarely,2126,Research & Development,32,4,Life Sciences,2,1734,6,Male,182,4,6,Laboratory Technician,6,Married,2018,24268,0,Y,No,38,6,2,160,2,32,0,6,0,8,8,0
86,Yes,Travel_Rarely,1890,Research & Development,20,6,Life Sciences,2,1823,4,Male,92,4,2,Research Director,4,Married,20514,47728,8,Y,Yes,30,6,2,160,0,36,4,4,6,12,10,0
86,Yes,Travel_Rarely,1184,Research & Development,2,6,Marketing,2,199,6,Male,158,4,8,Research Scientist,8,Divorced,19836,37808,12,Y,Yes,22,6,4,160,2,30,6,6,0,0,6,0
100,Yes,Travel_Rarely,934,Research & Development,22,8,Marketing,2,362,8,Female,116,4,2,Human Resources,4,Married,2018,30336,4,Y,No,32,6,2,160,2,36,2,2,22,8,14,10
86,Yes,Travel_Rarely,558,Research & Development,2,2,Marketing,2,772,4,Female,164,2,2,Sales Executive,4,Married,10110,31730,6,Y,No,26,6,2,160,0,22,4,4,16,14,0,2
104,Yes,Travel_Rarely,2026,Research & Development,2,2,Marketing,2,792,4,Male,134,6,2,Manufacturing Director,8,Married,29966,20138,0,Y,Yes,22,6,4,160,2,22,6,6,8,6,2,0
68,Yes,Travel_Rarely,1918,Research & Development,18,6,Marketing,2,812,4,Female,76,6,2,Research Scientist,4,Single,20822,15804,14,Y,No,30,6,6,160,2,36,4,4,12,0,2,0
70,Yes,Travel_Rarely,974,Research & Development,32,4,Marketing,2,979,6,Female,158,4,2,Research Scientist,4,Married,33816,29518,2,Y,No,34,6,2,160,2,28,6,4,0,12,0,14
72,Yes,Travel_Rarely,1116,Research & Development,18,6,Marketing,2,1018,6,Female,162,6,2,Sales Representative,6,Divorced,7882,7124,0,Y,Yes,30,6,6,160,0,60,4,4,22,10,6,0
78,Yes,Travel_Rarely,1458,Research & Development,14,4,Marketing,2,1023,4,Female,152,4,2,Laboratory Technician,2,Married,13958,9648,2,Y,No,22,6,4,160,2,16,0,4,26,4,2,6
50,Yes,Travel_Rarely,1292,Research & Development,34,10,Marketing,2,1124,2,Female,110,4,6,Research Scientist,4,Single,16922,37240,0,Y,Yes,32,6,2,160,4,52,6,4,0,8,0,14
76,Yes,Travel_Rarely,2516,Research & Development,20,6,Marketing,2,1287,6,Male,158,6,8,Healthcare Representative,6,Divorced,9428,19354,2,Y,Yes,28,6,2,160,2,24,6,2,30,6,20,14
84,Yes,Travel_Rarely,2720,Research & Development,14,6,Marketing,2,1544,6,Male,110,6,6,Manufacturing Director,2,Married,12388,10034,2,Y,Yes,34,6,6,160,2,16,2,6,12,8,10,4
68,Yes,Travel_Rarely,1070,Research & Development,44,4,Marketing,2,1691,2,Female,176,4,2,Sales Executive,4,Married,2018,47202,0,Y,No,34,6,4,160,0,26,8,4,26,16,2,6
66,Yes,Travel_Rarely,1606,Research & Development,16,4,Marketing,2,1861,4,Female,130,2,4,Sales Executive,2,Married,10844,23146,2,Y,No,22,6,4,160,4,2,2,4,24,0,4,4
36,Yes,Travel_Rarely,2284,Research & Development,6,4,Medical,2,1,6,Female,178,2,2,Research Director,6,Divorced,2676,24592,6,Y,No,22,6,2,160,2,48,8,6,12,12,4,8
86,Yes,Travel_Rarely,1768,Research & Development,2,4,Medical,2,1,4,Female,132,2,2,Research Scientist,6,Married,7840,22542,4,Y,No,46,6,8,160,0,14,8,4,12,6,2,0
82,Yes,Travel_Rarely,2838,Research & Development,22,8,Medical,2,1,2,Male,160,4,4,Manufacturing Director,6,Divorced,14830,45708,12,Y,No,24,6,2,160,2,20,4,4,36,8,6,10
76,Yes,Travel_Rarely,1756,Research & Development,2,2,Medical,2,1,6,Male,118,4,2,Research Scientist,4,Married,3854,44328,2,Y,Yes,38,6,4,160,2,14,0,4,10,20,4,10
98,Yes,Travel_Rarely,2830,Research & Development,2,4,Medical,2,1,6,Male,142,4,2,Sales Executive,6,Single,2632,40124,0,Y,Yes,22,6,2,160,0,18,6,6,24,12,2,12
50,Yes,Travel_Rarely,2064,Research & Development,26,4,Medical,2,23,4,Male,158,6,2,Laboratory Technician,6,Divorced,15610,32086,0,Y,No,24,6,4,160,2,26,8,6,12,2,0,8
94,Yes,Travel_Rarely,1170,Research & Development,14,6,Medical,2,224,6,Male,184,4,2,Healthcare Representative,4,Married,17840,40742,4,Y,Yes,36,6,4,160,0,20,8,2,10,14,10,0
88,Yes,Travel_Rarely,2818,Research & Development,34,4,Medical,2,243,4,Female,102,4,2,Manufacturing Director,8,Single,22460,41728,0,Y,Yes,22,6,6,160,2,32,4,2,6,6,6,0
80,Yes,Travel_Rarely,2596,Research & Development,48,4,Medical,2,307,2,Female,166,6,2,Manager,4,Married,2018,42962,4,Y,No,32,6,8,160,0,6,8,4,28,0,0,10
78,Yes,Travel_Rarely,1770,Research & Development,14,2,Medical,2,353,8,Female,200,6,6,Research Scientist,4,Single,18304,46630,2,Y,No,26,6,4,160,2,48,4,4,14,6,10,8
64,Yes,Travel_Rarely,826,Research & Development,8,4,Medical,2,370,4,Female,136,2,2,Sales Executive,8,Married,35148,45878,6,Y,No,22,6,4,160,0,0,2,6,20,0,0,20
64,Yes,Travel_Rarely,1980,Research & Development,2,6,Medical,2,536,2,Male,200,4,4,Manufacturing Director,4,Married,15896,28688,0,Y,Yes,26,6,4,160,2,54,4,4,14,14,0,12
36,Yes,Travel_Rarely,1538,Research & Development,2,4,Medical,2,539,4,Female,120,4,4,Sales Representative,4,Married,6076,29410,4,Y,No,38,6,4,160,0,18,2,4,18,2,6,0
106,Yes,Travel_Rarely,1734,Research & Development,2,4,Medical,2,549,2,Female,178,6,4,Human Resources,8,Divorced,19362,35660,6,Y,No,22,6,2,160,0,36,2,6,30,12,0,8
74,Yes,Travel_Rarely,2548,Research & Development,2,2,Medical,2,571,8,Female,60,2,4,Research Scientist,2,Divorced,26718,29640,6,Y,No,22,6,4,160,0,20,0,2,8,18,6,8
78,Yes,Travel_Rarely,2184,Research & Development,20,4,Medical,2,600,8,Male,70,4,6,Research Director,2,Single,13232,33530,6,Y,No,28,6,2,160,0,14,8,4,0,8,2,10
80,Yes,Travel_Rarely,204,Research & Development,22,6,Medical,2,605,2,Male,148,6,4,Manufacturing Director,6,Married,10814,26584,0,Y,No,26,6,2,160,2,40,6,2,0,8,6,6
58,Yes,Travel_Rarely,1798,Research & Development,28,6,Medical,2,771,6,Male,156,4,2,Research Scientist,8,Married,15750,17926,6,Y,No,28,6,4,160,2,14,4,6,10,14,0,8
54,Yes,Travel_Rarely,1340,Research & Development,8,4,Medical,2,773,2,Male,150,4,4,Healthcare Representative,6,Divorced,23740,30240,8,Y,Yes,22,6,2,160,0,6,4,4,20,0,2,0
84,Yes,Travel_Rarely,2576,Research & Development,44,4,Medical,2,791,2,Male,172,4,4,Healthcare Representative,4,Single,21994,4188,12,Y,Yes,22,6,6,160,0,22,10,4,30,8,2,0
94,Yes,Travel_Rarely,2080,Research & Development,24,2,Medical,2,809,4,Female,198,6,2,Manager,2,Married,24948,37406,4,Y,Yes,22,6,2,160,4,28,2,4,10,22,2,0
106,Yes,Travel_Rarely,1814,Research & Development,2,4,Medical,2,820,8,Male,194,2,2,Laboratory Technician,6,Married,11320,27610,0,Y,Yes,22,6,2,160,2,16,8,4,40,8,6,12
48,Yes,Travel_Rarely,960,Research & Development,18,6,Medical,2,842,4,Male,114,6,2,Research Scientist,6,Married,2018,49150,8,Y,No,22,6,6,160,0,12,6,6,10,10,12,22
